,emotion,gender,actor_id,intensity,statement,repetition,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
552,happy,female,10,01,01,01,-481.97223,54.01915,-15.818763,4.182929,3.677791,-9.803859,-5.812366,-16.744223,-7.994626,-2.437499,-6.877484,-5.6188083,-3.7110312,-6.6894636,-2.4103353,-4.762358,-2.823182,-4.064855,-2.3081079,-1.4175603,-6.1353526,3.515841,-2.758777,0.3817959,-0.06275658,1.8117864,1.6181854,5.809702,4.1704893,3.802645,3.7069952,7.1004534,3.797343,5.3292994,-1.013874,2.5398242,-0.7924771,4.489561,2.562037,2.1957386
553,happy,female,10,01,01,02,-475.71747,52.630848,-11.862541,4.1678424,2.3665183,-12.2480345,-10.410616,-17.27853,-9.480785,-1.024968,-10.969849,-8.711905,-2.4909112,-8.39863,-2.033721,-4.57504,-8.006704,-5.4399805,-4.3211665,-2.4780877,1.2852436,9.425827,6.7808404,11.255848,3.8288395,4.8512545,-1.4441268,3.2330089,2.5676346,-0.14730781,0.44477522,0.09395737,-0.7498366,0.92624307,-0.47504592,0.5035708,-1.8845814,1.0180427,-1.907619,-1.0479046
554,happy,female,10,01,02,01,-478.4268,47.246017,-25.07535,5.530987,-1.0406857,-12.789108,-17.096863,-22.952374,-6.006816,-1.5956993,-14.110457,-6.7831316,-1.0223564,-9.732389,3.6981466,-2.4367201,-6.789735,6.9999833,6.461214,3.3615198,4.575516,6.626596,7.794184,7.962847,5.364913,3.9525032,-1.678683,1.1233779,0.5760979,0.68727064,-2.694744,-1.8437989,-1.5420245,4.321972,2.8951225,3.9725556,0.9980396,1.9153993,0.07705579,-2.9285889
555,happy,female,10,01,02,02,-477.593,59.77672,-13.220041,4.844395,-4.8277626,-16.379108,-12.642882,-23.385542,-10.017386,-0.2903193,-12.914217,-6.162901,-2.2786593,-8.928472,-2.384212,-3.8150215,-5.0160246,-3.2556043,0.15537408,-1.4107311,-1.2773273,8.180221,4.5541844,11.669772,6.175645,8.878468,3.286177,2.5842056,1.7917035,-1.3984171,2.2935324,3.1777396,1.6210743,2.5460632,3.1189344,4.033687,-0.6341002,0.7226274,-1.3264498,0.81715345
556,happy,female,10,02,01,01,-321.5354,45.07639,-38.500034,-3.7815933,-4.5223436,-28.068438,-14.101318,-26.221012,-20.745144,0.50378525,-18.095732,-12.60926,-3.2231796,-10.6042795,0.9434933,4.7163467,1.6559732,13.259258,9.3878355,3.6243525,-0.51899624,3.7383854,-4.6036716,-1.6646394,-3.4536996,-1.0619744,-2.1051147,-2.8614745,-1.285862,-1.6783267,0.84627336,2.1953359,-3.3547125,4.751244,0.6269767,3.7686298,0.5210675,3.8387814,-0.2928006,-0.5242405
557,happy,female,10,02,01,02,-359.04807,37.21062,-30.552313,-1.5330714,0.13185947,-20.247738,-14.432391,-21.958612,-16.832346,0.20757869,-14.073624,-12.789455,0.3690243,-2.686057,6.8096247,9.70596,6.0055003,10.412134,2.5343199,-3.5042012,-6.275484,5.051466,-4.61342,-0.80911314,-4.97006,-1.4599581,-0.1843027,2.2391515,1.8223661,1.5148194,2.9924371,4.1674147,0.33573398,4.291217,-2.088718,0.3481971,-1.4535671,-1.0496215,-3.2287164,-1.4053296
558,happy,female,10,02,02,01,-311.7196,27.523756,-30.00234,-2.2477224,-7.402002,-20.195194,-13.851533,-20.444283,-20.212109,-3.0348592,-15.384548,-14.657346,1.0079236,2.6467135,13.348911,14.10959,3.4058063,6.0659857,-4.8413854,-5.9151125,-0.11224359,3.9374895,-6.1527996,-4.6570516,-3.7467356,2.4582448,1.7261149,1.317842,1.2977993,5.184017,0.57544404,-3.1937282,-3.7161965,0.17206915,-1.1236424,-1.4882175,-2.392066,0.45717153,-3.8451734,-0.3668348
559,happy,female,10,02,02,02,-302.9354,35.69665,-41.628765,-1.0452162,-2.818315,-24.545784,-13.578766,-23.951881,-22.964373,0.9364643,-19.016188,-11.438593,-1.5676374,-3.300039,3.9530132,8.487579,-1.0666624,13.480428,7.6927814,2.3189058,3.8743887,6.281863,1.4499601,1.084494,-0.33144543,1.6751506,-3.613727,1.5042075,-3.258031,0.14570554,-1.3552058,0.9279771,-3.968411,-0.68749124,0.10591648,-0.28206658,-0.4226788,1.9101926,-2.2973816,2.1100924
560,sad,female,10,01,01,01,-596.84155,64.83778,1.478174,13.818057,6.4871564,-6.1049037,-2.2394404,-16.218985,-3.786357,-2.6393511,-6.0319824,-6.700312,0.7477116,-1.3257878,-1.1503063,0.7670296,-1.5695207,-3.496476,-0.024057588,-3.9405444,-4.340492,-0.5455615,-3.6427624,1.4705365,-2.6897748,1.3754636,-2.7797995,0.75628185,0.07787646,-0.8463968,1.0131949,5.8361754,7.1170177,12.37136,12.770086,10.495057,5.754763,4.376011,-1.0169015,1.9872211
561,sad,female,10,01,01,02,-585.7478,64.8429,5.9620557,11.217922,3.84292,-4.9085426,-2.7468128,-16.054714,-5.082472,-0.3298065,-2.9310822,-5.63813,-0.72911793,-0.018674955,-0.9746264,1.575938,0.54620343,-3.380724,2.4150355,-5.2486467,-4.5496926,-1.2485092,-6.7006717,-2.7331629,-7.903537,-1.2453134,-4.5747247,-3.4731317,-1.5316019,-1.3902853,-0.95894593,1.4340718,3.951127,3.6628098,7.066217,7.477988,3.9042764,6.813938,4.694584,7.2871933
562,sad,female,10,01,02,01,-592.89703,72.91489,12.233706,11.998781,7.3379283,-4.910111,-6.5793166,-18.97364,-4.674759,-1.9108033,-8.924995,-3.5057755,0.7044187,-3.2187276,-0.65608674,-1.7872641,-3.951801,-1.1305695,-0.41346335,-5.4214964,-4.1476283,-1.795206,-3.2770762,-2.5759664,-4.350249,0.59521663,-3.9926395,3.158096,0.68789077,4.757973,5.971715,9.729009,8.859668,8.513087,7.171038,4.6168556,2.895403,4.0716314,2.863702,2.9053457
563,sad,female,10,01,02,02,-576.1064,82.891785,12.0654125,5.5359116,1.7882831,-3.4721603,-9.355955,-19.560028,-2.0875015,-1.3109552,-10.499824,-5.1202526,0.7586068,-5.695178,3.3364952,-3.637582,-2.3533297,-0.83862096,-1.8872757,-4.0509157,-4.4722466,-2.1007214,-2.9855714,-4.023908,-3.2607064,-1.3605505,-5.04932,0.99695057,-1.8405917,-1.4354881,-2.6442566,1.7848407,1.3286841,3.9325376,7.3016033,10.045091,10.177924,9.745853,4.0699773,4.7590632
564,sad,female,10,02,01,01,-484.68906,61.875393,-11.380885,14.170338,8.462575,-14.458169,-7.425154,-22.52892,-6.768882,-2.2409306,-10.135674,-4.572411,1.0742393,-4.8287253,-1.8791089,-2.6728518,-6.2629495,0.3013021,-5.1920147,-2.7261262,-6.727349,1.8779072,-3.2032208,0.93345994,-2.0957346,3.2976587,-0.60868764,6.6403494,1.5722499,3.1580791,1.0976521,1.7418973,0.81965023,4.434447,2.70664,5.2728996,1.4611913,-2.9930701e-05,-0.24748078,-0.37725207
565,sad,female,10,02,01,02,-531.37537,67.57713,-8.325945,14.324628,10.055461,-11.9373665,-10.264056,-25.317669,-5.8400354,0.12435444,-8.833492,-3.545459,1.201751,-5.0294724,0.42550564,-0.67984575,-3.6967309,-2.5893173,-3.9126496,-2.8115003,-4.598359,2.3601773,-2.6924913,-0.64769274,-3.2801917,3.2727427,-1.2065315,7.4414344,3.666192,3.7688386,1.7313839,3.9089437,5.7335954,5.4308095,5.1863885,4.295564,-0.037354104,1.9059937,1.0080996,1.6146283
566,sad,female,10,02,02,01,-563.8066,64.920944,14.830766,15.924041,5.686376,-4.1829915,-10.510421,-19.971828,-2.406751,-2.5868664,-9.867615,-2.9917245,1.5790602,-3.1639638,2.4153194,-2.6752982,-3.5791914,-2.5488183,-2.6224022,-2.5274642,-5.945611,0.42458385,-3.3650038,-3.7830176,-3.1263752,0.2122804,-5.372928,3.7433298,-3.0454793,1.0228926,-0.26000297,5.2756376,3.0904617,2.7013607,3.2143378,3.7042298,4.661594,6.7208924,4.962543,4.9631495
567,sad,female,10,02,02,02,-579.10583,61.60673,9.378412,14.642882,8.861984,-3.0254893,-6.177647,-20.310358,-3.8057125,-5.395633,-10.701021,-1.3370386,-1.5351013,-4.81899,3.6056652,-1.1533246,-4.3547106,-0.66415584,-3.51623,-2.9308953,-6.0227795,0.93719757,-3.4964976,-1.8377234,1.7592427,1.1032653,-1.9387412,3.216286,-2.8042386,-0.09174992,-2.2000253,4.096175,2.6820416,5.898836,6.5697594,9.293014,7.056311,5.8506017,1.8362731,1.4543457
568,angry,female,10,01,01,01,-474.251,80.845146,-12.716102,9.597939,-1.5744922,-11.610425,-12.647045,-24.417768,-7.072089,-4.6164036,-6.6283975,-6.153282,1.5127324,-4.175845,-4.8563423,1.0566438,-2.2968266,-6.2858734,-1.1721601,-7.4845066,-4.6879134,-2.3803244,-9.657909,-2.8604786,-8.60982,-1.3027388,-4.5409093,1.8514743,-0.69716465,-2.5025291,-1.6880968,-0.8778993,1.8102183,2.3299158,6.7615504,7.285407,4.948983,5.972104,2.5920923,6.9063625
569,angry,female,10,01,01,02,-412.06125,78.41333,-25.092548,5.8568215,-6.4891863,-13.403406,-9.747525,-21.500826,-8.424436,-4.3277674,-7.436131,-8.451021,-3.675028,-5.7506285,-7.189824,-7.21464,-3.3047686,-7.4775057,-3.47889,-1.6855522,-2.9659963,3.8946745,-0.9334739,1.279111,-1.5901363,-0.45114136,-3.941718,1.4571168,0.17027958,0.43900317,2.3925147,5.12305,6.1812015,6.859971,2.2973104,3.7666287,-1.6856825,3.8670585,1.4989411,2.7431605
570,angry,female,10,01,02,01,-433.5178,77.8453,-14.725429,2.368101,-4.2326345,-8.495532,-15.4660225,-23.177511,-8.812603,-3.0972645,-12.138798,-2.118617,-1.65211,-9.607938,-3.3328812,-5.283836,-9.360282,-7.5833797,-5.2159853,-9.567342,-7.1871805,-2.5789096,-7.0273023,-5.26213,-4.6940675,-1.1079981,-5.964321,1.7597847,-0.36864495,1.1984638,2.4188242,2.3935583,3.3010757,6.6982574,7.4455233,7.1453156,5.9111686,5.813652,4.356478,5.499425
571,angry,female,10,01,02,02,-433.177,82.17286,-19.175188,8.184076,-7.0992837,-9.328751,-13.110765,-25.50661,-0.39602897,-7.3005443,-10.806975,-1.9495413,-6.24022,-7.695604,-2.1166914,-8.009826,-5.262824,-7.9617767,-4.308442,-7.246497,-8.764189,-2.6310773,-7.9811373,-8.551368,-3.213847,-6.0814075,-5.7091618,3.0794127,-0.07197644,3.2463222,3.2682865,5.8655086,6.6221094,10.657895,8.907126,10.201869,5.281154,4.308575,1.3034306,1.1834148
572,angry,female,10,02,01,01,-299.83707,55.603146,-29.181498,5.9718113,-12.664306,-17.652166,-10.181867,-19.908617,-9.884112,-5.816268,-11.371569,-7.9602914,-5.2889338,-9.6282835,-3.8005097,-8.43552,-6.686776,-4.341829,-5.0545993,0.38165763,-2.5101366,3.6029449,1.2711364,0.72433966,4.758695,3.1382887,2.9839807,9.02454,3.2919667,2.9384704,1.1006258,-1.736829,0.004494124,3.3335316,-0.3672102,2.4154413,-2.6030705,0.42102185,0.9176758,-1.5022964
573,angry,female,10,02,01,02,-284.91837,61.14262,-37.243202,-4.9867177,-20.269337,-20.017183,-11.177315,-15.516395,-19.97978,-8.761697,-12.6267395,-12.944779,-10.9259615,-12.028409,2.116752,-7.5691595,-1.4249021,10.394957,3.8127534,6.7627583,2.3955574,6.6327114,1.1787094,4.854485,2.1272085,1.9098732,-1.8543314,2.523876,-1.7867053,-2.5769331,-1.2604272,-1.3482819,0.7126893,1.5235624,-2.2863526,2.525193,0.5936468,0.5054152,-1.8406707,0.6942935
574,angry,female,10,02,02,01,-342.2804,46.61077,-19.767212,-2.8421674,-14.108098,-15.026705,-10.505718,-15.576003,-16.750412,-6.208228,-9.366626,-9.145351,-8.289832,-4.825744,0.27596307,-3.6641662,3.495111,3.240311,-2.9696262,1.2453358,-1.7759771,5.3315434,2.2753909,-0.08116168,-4.5711694,-2.0070322,-3.2277102,2.7760978,-1.5233556,-1.3614141,-0.2587798,2.956022,4.6336684,2.7522414,-1.2365851,1.4834154,-0.7674003,1.0588953,-2.3666148,-0.7850072
575,angry,female,10,02,02,02,-319.5029,46.19262,-28.747269,-1.2681161,-20.224272,-15.84045,-13.141578,-17.344154,-16.41659,-7.524852,-11.837075,-8.889994,-9.877815,-8.831907,-3.166565,-11.22138,-0.42106414,2.594955,-0.62152827,4.382953,-2.8537977,1.0809432,-5.449596,2.7703717,7.560065,6.684951,2.6632302,2.2673979,2.041977,2.044006,2.1037068,-1.7659891,-1.5721557,1.8995415,-3.1329873,3.1001086,-2.2571754,3.025809,-0.14824502,0.0022505247
576,fear,female,10,01,01,01,-516.0485,56.52051,-8.237587,6.6094036,4.1381187,-6.962611,-11.732886,-20.911526,-6.2429814,3.3206363,-8.498324,-5.70786,1.6659114,-3.6249993,1.7998004,-0.29760373,-7.761485,-5.15793,-4.3083663,-5.9972796,-4.5864367,1.997202,-3.2833881,5.384301,4.8355756,10.687232,7.4717717,7.0927906,6.3621254,2.1316385,1.1796072,1.1699456,1.774604,3.7441936,0.6271101,2.1669722,-2.0938964,1.5044459,-1.2300191,0.02531468
577,fear,female,10,01,01,02,-576.7803,63.12045,0.9491555,7.2088113,1.8181958,0.26160648,-8.339482,-16.650995,-0.23779657,4.236454,-5.2143583,-1.152684,-0.33898008,0.8174058,4.1440663,1.35653,-4.793677,-5.897634,-3.4016662,-7.465734,-4.913213,-2.1297624,-5.4352446,-1.6520294,-0.61434084,2.3383005,-5.429767,2.7797358,-0.4391672,3.9737551,6.22306,5.6864953,6.6952477,7.80497,7.4008865,5.474645,2.7030468,0.87016577,1.4313909,1.8972473
578,fear,female,10,01,02,01,-562.6111,57.485973,3.0728433,4.288487,3.8877954,-4.2922626,-10.731896,-21.702616,-7.3882174,2.628809,-6.4844646,-6.3367057,-2.437117,-4.6368914,2.0311077,-2.281939,-5.923706,-3.941011,-4.2643557,-8.560024,-2.7537236,0.25004748,-2.2998865,9.235805,8.294385,12.613816,7.4203696,9.343347,4.711468,3.2281153,3.852961,2.2523646,5.0572743,4.129488,4.6889796,2.0875013,-0.2142713,-0.121636145,-1.3802956,1.669839
579,fear,female,10,01,02,02,-560.6036,57.596573,5.4859743,8.270376,3.9765255,-2.3084111,-6.909123,-16.19747,-0.43245235,1.934314,-7.814605,-5.9982204,0.06970649,-2.8197272,0.5321432,-0.84133947,-4.6283526,-1.587067,-1.7234004,-10.049427,-3.3187933,-2.6323407,-6.380368,-1.9766263,-5.089269,0.18539566,-4.9077163,4.0388255,5.563372,7.7565637,9.01761,5.182808,5.39666,5.81913,7.468046,4.2335577,3.6333098,1.4421362,0.6613859,2.3025858
580,fear,female,10,02,01,01,-402.73816,44.12923,-22.696474,1.7658166,-4.8298798,-17.420618,-14.94559,-19.571316,-11.539032,-0.49640372,-12.214384,-9.727543,0.036470503,-9.016787,-2.871566,-2.5675669,-9.344126,-0.10511521,-1.3164551,0.105148286,5.456819,8.572548,3.1495676,6.7014313,0.8964588,4.0357533,-1.0269828,0.96726626,1.2139717,0.033475194,0.7103719,1.1478131,-1.8392892,2.6611202,-0.6125291,-0.11632491,0.24588688,-0.6935098,-0.67006516,1.3003215
581,fear,female,10,02,01,02,-427.95602,46.791653,-27.353794,2.9152615,-2.5335135,-18.879549,-11.661621,-22.283121,-12.048822,0.90979195,-10.063897,-11.925218,0.7816897,-8.768293,-2.7888317,-2.2535768,-8.390361,-0.7342959,3.7038903,6.292713,12.498813,14.770686,2.8992238,7.792013,-3.216124,3.0517902,2.24255,3.1925583,1.8231349,-0.5631877,-1.1258986,-0.654393,-3.294483,0.22281882,-1.1137468,-0.5115662,-2.0543377,-1.9949871,0.40697595,3.2895172
582,fear,female,10,02,02,01,-408.49002,47.058743,-19.562042,2.4095366,-4.7936916,-17.383156,-14.076691,-23.487192,-15.212108,-1.5942701,-12.267669,-14.046517,0.36307272,-8.932366,-2.022628,-4.133158,-11.411871,2.792647,3.5176415,5.971074,10.321902,12.460985,4.847911,4.5887623,0.40640938,4.4425464,2.0170758,4.5312624,0.31794268,-0.5666093,1.5963397,3.4559004,-2.9731383,-0.02403494,-3.1689503,0.61017853,-1.0901564,-0.7653922,-0.20319718,4.8753414
583,fear,female,10,02,02,02,-487.22873,59.890648,-13.088584,6.663378,-5.358821,-14.481872,-10.113763,-22.640505,-8.898188,-4.6665096,-12.858373,-7.8473945,-0.37159437,-10.5120945,3.641071,-2.288205,-7.877851,0.59232324,-5.406521,-2.5850601,0.8215163,7.4723763,9.2091055,7.3881087,5.399779,5.208909,-1.7508758,5.1253476,2.2467544,4.3435297,3.220065,6.4550433,1.163331,6.5249867,-0.20880908,1.9491037,-1.1819131,-2.6217701,0.0804927,0.7679348
584,disgust,female,10,01,01,01,-564.44104,76.99108,-7.0770235,11.027127,0.54597276,-5.2886233,-4.5580707,-18.449524,-3.108673,-0.011162391,-7.7946944,-2.7689457,1.5517159,-6.219257,-0.73190147,-1.4834532,-3.075294,-4.5852156,-2.046852,-4.986579,-5.205602,-0.49812892,-4.6830163,-3.7492805,-3.9210598,-3.8035164,-5.238818,1.3232439,-2.7237227,1.3957313,0.38927922,1.4543424,0.18967214,4.0274568,5.316289,10.2564,11.740392,12.244158,7.6605225,4.8001084
585,disgust,female,10,01,01,02,-525.04004,92.53565,-12.115793,9.307601,1.1421443,-6.9975905,-12.269504,-22.566395,1.1727642,-1.1756665,-15.80127,-2.6689224,-1.2405046,-5.9910693,-2.1498737,-7.156189,-4.8561354,-5.7284923,-4.91411,-6.4632835,-7.5736303,-2.5682402,-4.636648,-2.2624502,0.22083788,-1.4669623,-5.351892,2.2173982,-4.1467595,3.9300413,2.719159,6.5017333,2.089935,2.9910946,2.4850285,6.266903,8.012887,8.4277115,4.940447,4.5874615
586,disgust,female,10,01,02,01,-534.97815,78.21276,3.8776212,5.012106,2.9680161,-6.1247926,-7.4444146,-17.662275,-2.0552983,2.5347488,-9.06254,-1.9772686,-1.7861326,-5.781804,3.2824175,-3.3524845,-4.8316493,-1.7081611,-4.1051307,-7.3260374,-4.9422126,-1.764087,-6.201937,-5.984823,-2.703478,-4.386673,-6.5895357,-2.9245036,-6.22483,-1.6838425,-3.3044827,-0.038439706,-2.1581063,3.6455307,1.8037171,2.932641,1.196166,5.611888,3.3661509,7.907833
587,disgust,female,10,01,02,02,-467.1116,57.385582,-7.767138,1.4779509,-1.243196,-10.153146,-7.532756,-16.157616,5.360404,-3.081688,-16.280514,0.7193533,-8.165073,-4.6300144,-0.20718572,-8.7902775,-6.8398185,-6.358168,-3.5822556,-8.3729,-5.957883,-2.0231802,-7.664197,-3.478691,-0.8545846,-1.9426183,-2.0998082,6.811227,1.6911598,6.426051,2.2248535,5.0346465,2.2654634,8.220108,2.9575639,6.6609273,2.9171503,4.326017,0.4608428,5.4487906
588,disgust,female,10,02,01,01,-376.71072,61.4558,-26.851454,6.824951,-9.12813,-18.141562,-14.070285,-18.162804,-5.6738944,-8.568806,-16.915108,-5.1515317,-10.501426,-8.8316145,-3.3784666,-13.076065,-4.4221067,-3.664669,1.9566677,1.3928642,0.6186384,5.4654536,-4.265498,0.075143315,-2.8749518,-4.023244,-3.4744065,0.5940067,-2.5659564,-0.19808678,3.237898,6.2023907,6.179359,8.360371,1.4673067,5.384021,-1.220769,5.3822236,1.3267555,3.2133086
589,disgust,female,10,02,01,02,-365.06165,67.19457,-32.468666,5.331674,-9.617671,-22.000753,-15.224335,-22.096214,-8.005402,-6.679988,-21.184587,-6.749112,-5.1046524,-14.755463,-0.82745165,-11.851237,-11.232161,-7.8144364,-7.101219,-2.700902,-1.5034579,7.7377243,1.9618565,2.9102077,-1.6855502,0.30968392,2.4681022,11.309287,8.147513,5.8843994,6.733213,2.2476528,3.9377534,2.0401843,-1.243772,2.8240914,-4.1250844,0.7264442,-2.6112657,1.9926417
590,disgust,female,10,02,02,01,-420.84976,66.09304,-24.963627,3.0885177,-5.9375715,-15.152218,-13.465278,-27.923687,-2.401208,-6.1881537,-20.830685,-3.6506767,-10.9114,-11.780143,1.9297906,-12.044839,-8.209043,-8.960701,-5.1122355,-6.6095214,-3.019961,5.661681,4.062617,0.5530453,7.5493226,6.391228,8.744167,16.079996,5.3556347,6.174302,-1.9876075,2.5237586,0.92950475,6.2368755,0.4352639,1.3000411,-4.351001,-0.50392133,-2.0113335,0.16139391
591,disgust,female,10,02,02,02,-374.98276,55.77969,-20.603285,-2.246263,-12.11338,-20.661726,-12.744,-18.643982,-15.23668,-2.2079802,-17.415682,-10.423901,-8.599036,-12.01001,-3.0211186,-12.007772,-7.688156,-5.7713623,-5.346149,-6.476804,-4.5485067,2.6283827,-1.0175575,7.7660007,8.791006,7.2154346,5.0230856,6.0579057,1.8110619,2.4151657,5.353103,4.7163515,4.041209,3.6433725,-1.6089103,4.897951,-1.6015276,4.4779706,-1.8499223,-0.38543913
592,surprise,female,10,01,01,01,-514.5861,49.428356,-1.8064786,8.631188,1.6350194,-8.42111,-8.758861,-11.282148,-1.0649238,-2.1961024,-10.303094,-3.5743046,-4.816186,-4.6464014,2.4496908,-3.330209,-5.0468106,2.3571925,-0.1282158,-0.5268448,2.3869662,3.621336,0.7799765,0.75811046,1.3268747,1.6036401,-1.7350507,6.1353016,2.166139,6.855439,1.45766,0.5893404,-0.725158,3.85744,3.2530282,3.2015007,0.65574867,1.0783502,-0.4322165,-0.1504942
593,surprise,female,10,01,01,02,-538.12994,66.457664,3.4176817,7.72337,1.5800458,-4.4996057,-8.3154,-13.053835,-6.1965394,2.2140486,-6.056624,-4.6438537,0.26589403,-2.3957565,0.17049176,-2.3809261,-5.784092,-4.507943,-3.384974,-5.0569663,-3.7305162,0.50203174,-3.9196293,0.24221556,-1.7853707,1.8445587,-3.2800062,4.5665565,2.7828336,4.111079,3.3088799,3.278854,1.6757526,3.907008,3.0401113,3.393024,1.417898,0.56651634,-0.47292617,1.1386601
594,surprise,female,10,01,02,01,-464.24933,51.692173,-5.2405396,1.9874011,-4.4767823,-7.204373,-9.746456,-11.165756,-7.497858,-0.974665,-13.139359,-7.8648305,-3.314291,-8.976447,-0.9926919,-6.371671,-7.256427,-0.604343,-3.4903405,-4.6766605,-1.1654625,1.3898203,-0.76272535,5.8178496,3.0951025,7.2464466,5.2730126,7.4616055,4.5507126,1.5988929,3.2556496,2.1611578,3.1869025,3.6965978,0.891541,1.9257038,-0.5262323,1.3345089,-1.0496758,-0.94517046
595,surprise,female,10,01,02,02,-542.67456,67.69021,7.48013,7.4679394,0.90505314,-8.645669,-9.992516,-9.908422,-3.7809494,-1.6488829,-10.84255,-4.7396655,-0.7027823,-8.506571,1.5684991,-5.980112,-7.2994103,1.1067609,-5.433649,-4.851487,-0.7256254,1.5830972,-0.81933093,-0.9766477,0.24875182,2.3831458,0.5961653,7.8281336,4.156385,5.196463,4.063856,4.500766,0.038557112,2.7422843,-0.09642407,0.50686896,0.9930868,3.1162763,2.2458549,2.7224188
596,surprise,female,10,02,01,01,-444.34714,50.447567,-12.605409,0.9848663,-1.7636406,-9.232548,-7.6524878,-14.776172,-12.316342,-2.5669358,-8.080496,-8.49166,-1.740915,-7.1624475,-3.144771,-2.9290557,-5.1925836,-4.5824904,-2.9849975,-1.6766052,-2.0564651,5.565135,0.22457346,5.841324,3.5702744,4.979685,2.7347605,3.864962,2.9649234,3.6291692,2.971732,3.1716156,1.648759,2.3892033,0.48995906,2.029121,-2.025534,-0.73347306,-1.1167307,0.5408932
597,surprise,female,10,02,01,02,-451.90002,45.41479,-17.915012,3.74518,-8.624948,-11.764297,-13.366751,-13.12193,-8.226318,-4.8641243,-12.111658,-8.265813,-2.5880575,-9.76638,1.1685231,-4.067295,-6.241611,-0.74365145,2.23945,4.8294435,9.761087,7.3338494,3.2633593,-0.9672774,-2.1090178,3.7775242,-0.13539411,4.7187552,-0.0028309294,-1.7204692,1.4381602,1.0577449,-0.18622823,0.5336726,-2.3673065,0.9817655,-0.8036104,0.035940483,0.88844013,3.5571663
598,surprise,female,10,02,02,01,-412.67007,41.69215,-7.738055,-7.2971134,-2.2831938,-11.8412485,-8.520598,-11.169398,-12.457325,-2.6095219,-12.898584,-11.433505,-6.374577,-9.595621,-3.8940108,-4.7300744,-1.4851601,6.189201,6.648058,5.3251467,6.27864,6.4952025,-3.5607557,0.8347458,-4.831051,0.6451008,-3.1522307,2.183917,-2.4663584,-0.24537894,1.3337456,-0.40804043,0.63990545,1.0639174,1.5967903,1.6315577,1.2985363,2.5165768,1.6179131,1.0406829
599,surprise,female,10,02,02,02,-404.13168,45.75075,-7.2730217,-2.2757506,-3.7957692,-9.865619,-10.037286,-13.185861,-10.540497,-0.79619116,-10.555869,-10.320078,-4.5585938,-8.003082,-3.5936697,-7.282865,-8.020947,-4.021732,-1.7725945,-4.196721,2.1836717,10.368043,3.237146,11.610743,5.850203,7.153916,0.69659364,3.1199515,0.8392736,0.028976146,-0.31283665,-1.6479938,0.057249274,0.43272483,0.30331305,2.2678068,-0.57732004,1.3623886,-0.35591596,0.10776496
600,neutral,male,11,01,01,01,-700.0219,71.57755,26.634905,21.434925,12.498343,4.8984356,6.428424,0.5175401,-1.3086171,-0.6791117,3.216364,2.0362196,-1.6489428,1.1627321,3.1905365,1.2268492,-0.9776394,2.1645267,-1.8450967,2.4715796,-3.70813,-0.18442115,-1.0396993,-0.6899211,-3.828094,0.8370093,-2.4520955,1.5642275,-2.9122474,0.4336709,0.38022444,1.0999514,0.32537004,0.61105174,-1.8974935,-0.95909,-1.7417051,-1.1089416,-2.7643175,-0.6803545
601,neutral,male,11,01,01,02,-667.1724,70.47634,22.454727,16.05249,10.05283,4.956742,5.9477124,-1.0668737,-4.3475575,-0.78157467,2.5210526,-0.37426132,-2.4182665,0.8211358,2.2495959,2.491048,0.4207014,0.5360699,-1.993448,0.37533697,-4.9486895,0.9163092,0.15205255,0.19470797,-3.7745898,1.7165096,-3.7969952,2.1015396,-2.657045,0.19133456,-0.8548723,-0.5379271,-0.34283343,0.33412403,-2.3964624,-0.8318012,-2.3692822,-1.8218774,-3.0965765,-1.9712707
602,neutral,male,11,01,02,01,-671.2986,65.223976,24.184006,22.177584,10.709055,4.5869174,4.1638603,-0.9522291,-3.934067,-0.008273696,1.7223617,-2.1780586,-1.9763833,-0.77087605,0.78006595,3.7959049,-1.5522282,-0.97343796,-0.7625525,-0.68811375,-4.699963,-0.35513437,-0.70756334,-0.5405463,-3.2217162,0.81130356,-3.1003888,1.2658436,-1.5318462,0.7710578,-0.6391434,0.63552785,-1.2893562,0.4007766,-2.2815747,-1.3583329,-2.5104413,-0.19990161,-2.8452888,-0.48287985
603,neutral,male,11,01,02,02,-664.7284,74.3574,29.49115,25.314596,14.383231,6.648553,4.1873736,-0.19210702,-3.0443156,1.9910318,5.377243,-0.72651035,-2.0875008,-0.5380846,1.1679329,3.9809384,0.38507745,-0.14117667,-0.8123565,0.5500669,-5.190015,0.03427069,-0.6355985,-0.24757197,-2.2751703,1.2701495,-2.5400193,2.2078023,-1.8931676,2.1082413,0.14210328,1.9578059,-0.86715394,0.86836654,-2.8335295,-0.07159736,-2.485514,-0.59696984,-2.4014428,-0.29416484
